# HIP Sn So Nc RArad DErad Plx pmRA pmDE e_RArad e_DErad e_Plx e_pmRA e_pmDE Ntr F2 F1 var ic Hpmag e_Hpmag sHp VA B_V e_B_V V_I UW1 UW2 UW3 UW4 UW5 UW6 UW7 UW8 UW9 UW10 UW11 UW12 UW13 UW14 UW15
# taken from HIP2.dat from https://code.google.com/p/pystaratlas/
85829 5 0 1 4.5913706814 0.9629471345 32.8 142.65 62.43 0.18 0.18 0.18 0.21 0.26 94 1.25 1 0.0 0 4.9413 0.0006 0.005 0 0.279 0.005 0.3 1.03 0.15 1.06 0.32 -0.47 1.0 -1.34 -0.15 -0.31 1.01 -0.18 -1.53 0.25 0.6 1.0
85927 1 0 1 4.597235528 -0.6475825794 5.71 -8.53 -30.8 0.66 0.5 0.75 1.08 0.62 67 0.29 0 2.5 0 1.5244 0.0029 0.016 1 -0.231 0.008 -0.24 1.08 0.39 1.26 0.37 0.52 1.02 -0.21 0.1 0.08 1.05 0.11 -0.95 0.34 0.55 1.0
86032 1 1 1 4.6030153679 0.2192234059 67.13 108.07 -221.57 0.87 0.71 1.06 0.87 0.8 81 0.63 0 4.1 0 2.1262 0.0005 0.003 0 0.155 0.003 0.17 1.15 0.08 1.13 -0.05 0.08 1.02 0.21 -0.6 -0.02 1.01 -0.71 0.24 -0.29 -0.16 1.0
86228 15 3 2 4.6134233893 -0.7504535374 10.86 5.54 -3.12 1.36 1.07 1.49 2.01 1.42 60 48.34 0 0.0 0 1.9269 0.0006 0.006 0 0.406 0.007 0.48 1.09 -1.15 1.18 1.37 0.35 1.01 -1.29 1.23 0.33 1.02 1.91 -3.51 0.72 -1.3 1.0
86263 5 0 1 4.6145942048 -0.2687529224 30.98 -42.1 -59.94 0.17 0.11 0.19 0.28 0.14 57 -1.89 1 0.0 0 3.6075 0.0009 0.004 0 0.262 0.009 0.29 1.05 1.39 1.09 0.92 1.13 1.02 0.41 -0.3 0.14 1.06 -0.35 1.39 -1.0 2.11 1.0
86414 5 0 1 4.6227875849 0.8029618018 7.17 -7.48 4.53 0.11 0.11 0.13 0.15 0.15 102 -0.51 0 0.0 0 3.7497 0.0013 0.009 1 -0.179 0.003 -0.21 1.02 -0.05 1.02 0.55 0.41 1.03 -0.9 -0.96 1.22 1.0 -0.94 0.52 -0.66 0.56 1.0
86565 5 0 1 4.6312978188 -0.2247141594 18.83 -72.9 -55.55 0.21 0.12 0.25 0.18 0.1 97 -0.43 2 0.0 0 4.2762 0.0005 0.004 0 0.086 0.009 0.1 1.29 -3.73 1.26 2.16 1.22 1.03 1.34 -0.27 0.53 1.01 -1.35 5.95 -2.15 -1.57 1.0
86670 5 0 1 4.6359784471 -0.6812006283 6.75 -6.05 -25.54 0.15 0.12 0.17 0.21 0.13 52 -1.0 3 0.0 0 2.3164 0.0013 0.007 1 -0.171 0.006 -0.22 1.04 -0.97 1.15 0.46 1.58 1.02 0.18 1.42 0.76 1.05 2.02 -1.94 0.72 2.22 1.0
86742 5 0 1 4.6402761139 0.0797077386 39.85 -41.45 159.34 0.13 0.09 0.17 0.14 0.09 159 0.83 3 0.0 0 2.9279 0.0003 0.004 0 1.168 0.022 1.1 1.21 6.08 1.19 0.02 -0.81 1.01 -2.62 -4.21 0.49 1.0 -7.77 -4.2 1.91 1.01 1.0
86929 5 0 1 4.6501390773 -1.1296422722 9.26 -11.96 -56.57 0.13 0.12 0.18 0.15 0.14 119 0.7 0 0.0 0 3.77 0.0005 0.005 0 1.161 0.074 1.09 1.03 0.05 1.01 0.86 0.34 1.01 0.85 0.81 -1.09 1.0 0.85 0.32 0.22 -0.25 1.0
86974 5 0 1 4.6533182298 0.4838488873 120.33 -291.66 -749.6 0.09 0.12 0.16 0.12 0.15 149 -0.41 1 0.0 0 3.5596 0.0005 0.004 0 0.75 0.015 0.71 1.02 0.1 1.01 1.03 -0.57 1.01 0.26 0.49 1.18 1.0 0.38 -0.56 0.32 -0.1 1.0
87072 5 0 1 4.6581112049 -0.4857384391 3.31 -4.08 -10.05 0.25 0.18 0.26 0.32 0.23 60 -0.63 0 0.0 0 4.6672 0.0181 0.249 1 0.6 0.02 0.76 1.04 0.72 1.02 0.5 0.2 1.0 0.49 0.63 0.21 1.11 0.96 0.65 -0.17 1.92 1.0
87073 5 0 1 4.6582169509 -0.7003479526 1.69 0.01 -6.24 0.14 0.1 0.15 0.19 0.13 61 -2.33 0 0.0 0 3.1092 0.0012 0.007 0 0.509 0.009 0.64 1.11 -1.08 1.2 1.36 1.37 1.01 -1.45 1.03 -0.55 1.0 1.74 -3.18 0.34 0.09 1.0
87585 5 0 1 4.6841458792 0.992611542 28.98 93.82 78.5 0.12 0.1 0.12 0.14 0.12 118 -0.74 0 0.0 0 3.8948 0.0005 0.004 0 1.177 0.015 1.11 1.03 -0.48 1.01 -1.02 -0.16 1.03 -1.1 -0.63 -0.78 1.01 -0.65 -1.04 1.6 0.88 1.0
87808 5 0 1 4.6960395059 0.6501442499 4.33 2.67 6.47 0.1 0.11 0.13 0.11 0.13 135 -1.2 0 0.0 0 4.0284 0.0006 0.007 0 1.35 0.003 1.17 1.01 0.09 1.02 0.49 0.16 1.02 -0.57 -0.22 0.42 1.0 -0.2 -1.55 1.42 0.5 1.0
87833 5 0 1 4.6975811581 0.8986517235 21.14 -8.48 -22.79 0.1 0.09 0.1 0.11 0.1 115 0.24 1 0.0 0 2.3617 0.0008 0.006 0 1.521 0.005 1.54 1.02 0.05 1.01 0.46 -0.41 1.0 1.39 -0.92 -0.71 1.0 -0.95 0.53 -0.54 -0.54 1.0
87933 5 0 1 4.7026319059 0.5104725974 23.84 82.44 -18.73 0.1 0.11 0.15 0.11 0.12 164 0.55 1 0.0 0 3.8533 0.0012 0.014 1 0.935 0.002 0.89 1.02 -0.89 1.02 0.82 0.42 1.0 0.89 -0.41 -0.06 1.0 -0.44 -1.34 0.57 -0.55 1.0
88635 5 0 1 4.7377344027 -0.5309928658 33.67 -53.92 -180.9 0.17 0.11 0.18 0.23 0.13 71 -1.75 0 0.0 0 3.1356 0.0006 0.003 0 0.981 0.047 0.99 1.08 -1.85 1.35 1.22 0.61 1.04 0.99 -0.28 0.91 1.02 -0.85 5.78 -1.12 -1.15 1.0
88714 5 0 1 4.7413235439 -0.8742608091 4.01 -8.27 -8.7 0.13 0.08 0.15 0.15 0.08 97 -3.33 1 0.0 0 3.6327 0.0005 0.005 0 -0.101 0.003 -0.06 1.15 0.96 1.09 1.33 0.57 1.03 -1.25 2.11 -0.54 1.0 2.96 -0.5 -2.29 0.78 1.0
88794 5 0 1 4.7452993989 0.5019998075 9.65 -0.02 8.55 0.1 0.12 0.16 0.12 0.14 149 0.86 0 0.0 0 3.8384 0.0003 0.004 0 -0.018 0.018 -0.02 1.02 -0.65 1.02 1.3 -1.03 1.0 0.39 -0.72 -0.03 1.01 -0.6 0.28 0.35 -1.08 1.0
88866 5 0 1 4.7498256304 -1.1112170736 25.09 18.02 -207.57 0.13 0.11 0.17 0.13 0.1 120 -2.15 0 0.0 0 4.3993 0.0005 0.005 0 0.228 0.003 0.23 1.15 -2.4 1.02 1.69 0.76 1.02 1.17 0.68 -0.77 1.05 0.35 0.35 -1.26 -2.68 1.0
89341 5 0 1 4.7724434803 -0.3675459292 0.09 0.3 -0.48 0.22 0.16 0.28 0.3 0.19 82 1.84 1 0.0 0 3.8729 0.0055 0.034 2 0.195 0.005 0.21 1.02 -0.47 1.27 0.85 1.19 1.15 0.15 -0.27 1.03 1.04 -0.46 3.44 -2.57 1.66 1.0
89642 5 0 1 4.7893092322 -0.6416053924 22.35 -129.56 -166.26 0.21 0.16 0.24 0.28 0.16 70 0.94 0 0.0 0 3.1512 0.0026 0.013 2 1.582 0.004 2.24 1.09 -1.12 1.27 1.25 0.9 1.05 1.1 0.72 1.25 1.0 0.93 5.11 0.19 -0.07 1.0
89931 5 0 1 4.8039912526 -0.5205974986 9.38 32.54 -25.57 0.16 0.11 0.18 0.21 0.14 77 -0.69 1 0.0 0 2.8654 0.0009 0.005 0 1.38 0.0 1.35 1.07 -1.32 1.25 1.8 -0.24 1.02 0.72 -0.47 0.58 1.0 -0.95 5.19 -0.83 -0.4 1.0
89937 75 4 1 4.804188834 1.269442503 124.11 531.21 -349.71 0.9 0.8 0.87 1.03 0.94 118 68.97 1 0.0 0 3.6666 0.0005 0.003 0 0.489 0.005 0.62 1.06 -1.35 1.02 2.14 0.17 1.0 1.19 -1.56 0.18 1.03 -1.87 0.43 0.06 -2.05 1.0
89962 5 0 1 4.8053947027 -0.0505643176 53.93 -547.75 -701.42 0.16 0.12 0.18 0.16 0.13 55 -1.27 0 0.0 0 3.3995 0.0006 0.004 0 0.941 0.006 0.96 1.1 -0.77 1.07 1.57 1.8 1.01 1.0 -0.64 -0.7 1.0 -0.95 0.74 0.38 0.66 1.0
90098 1 1 1 4.813735949 -1.0732711118 6.96 3.17 -2.21 0.91 0.71 1.03 1.17 0.81 81 1.27 0 4.1 0 4.4875 0.0021 0.01 2 1.462 0.004 1.5 1.11 0.07 1.07 0.29 0.1 1.01 0.24 0.28 0.02 1.0 0.36 0.26 -0.15 -0.09 1.0
90185 5 0 1 4.8178611373 -0.6001195009 22.76 -39.42 -124.2 0.22 0.14 0.24 0.22 0.14 54 0.28 0 0.0 0 1.7986 0.0008 0.004 0 -0.031 0.004 0.01 1.26 -2.15 1.22 2.74 0.24 1.01 1.59 -0.7 0.44 1.02 -1.69 4.82 0.91 1.48 1.0
90422 5 0 1 4.8300845506 -0.8022986967 11.74 -16.95 -53.09 0.14 0.1 0.17 0.18 0.12 77 -1.38 1 0.0 0 3.4234 0.0009 0.008 0 -0.179 0.014 -0.18 1.08 0.56 1.07 2.14 0.24 1.01 0.6 -0.2 0.02 1.04 -0.22 2.66 -0.82 2.04 1.0
90496 5 0 1 4.8344361918 -0.4436844643 41.72 -44.76 -185.66 0.14 0.09 0.16 0.17 0.11 89 -2.79 0 0.0 0 2.9838 0.0005 0.005 0 1.025 0.038 1.04 1.14 -2.3 1.24 2.46 0.23 1.01 0.6 -0.61 0.36 1.01 -1.31 5.24 -1.17 -1.04 1.0
90568 5 0 1 4.8381789279 -0.8564336043 25.84 139.1 -228.66 0.16 0.12 0.21 0.22 0.15 120 -1.12 0 0.0 0 4.2661 0.0004 0.004 0 0.995 0.041 1.02 1.33 -5.01 1.14 0.67 -0.38 1.02 -3.79 2.72 -0.12 1.17 5.75 -2.03 -1.19 -3.86 1.0
90595 5 0 1 4.8397872487 -0.2542212491 10.21 3.22 -4.02 0.2 0.16 0.24 0.26 0.18 54 -1.24 0 0.0 0 4.7103 0.0006 0.003 0 0.076 0.014 0.1 1.03 -0.7 1.15 -0.08 1.4 1.02 0.5 -0.65 0.24 1.0 -0.97 1.31 -0.96 0.11 1.0
90887 5 0 1 4.8535647935 -0.6929639488 14.23 32.47 -37.47 0.2 0.15 0.23 0.24 0.16 93 -2.55 0 0.0 0 5.1928 0.0006 0.005 0 0.079 0.002 0.09 1.06 0.25 1.16 0.93 0.43 1.01 0.76 0.14 0.13 1.01 0.26 3.13 0.77 0.56 1.0
91117 5 0 1 4.8660097911 -0.1438728697 16.38 -17.0 -313.52 0.19 0.14 0.22 0.25 0.2 61 -1.2 0 0.0 0 4.0071 0.0011 0.006 0 1.317 0.047 1.28 1.03 1.02 1.07 0.82 -0.03 1.08 0.23 0.55 0.43 1.05 0.8 1.74 1.86 1.35 1.0
91262 1 0 1 4.8735545728 0.6768909262 130.23 200.94 286.23 0.26 0.28 0.36 0.32 0.4 98 -0.14 0 1.8 0 0.0868 0.0021 0.014 2 -0.001 0.005 -0.01 1.01 0.0 1.0 0.24 0.08 1.11 -0.02 -0.09 1.14 1.0 -0.09 -0.18 0.76 -0.08 1.0
91792 5 0 1 4.9001670491 -1.2466490398 14.93 0.81 -158.15 0.09 0.13 0.18 0.1 0.15 225 1.45 0 0.0 0 4.1674 0.0004 0.005 0 1.134 0.008 1.14 1.03 1.27 1.03 0.73 -0.75 1.0 -0.04 1.23 0.83 1.01 0.81 1.38 0.41 1.14 1.0
91875 5 0 1 4.9034255256 -0.6688679497 15.89 1.05 -53.76 0.27 0.18 0.33 0.37 0.22 99 0.62 0 0.0 0 5.1458 0.0006 0.006 0 0.075 0.002 0.09 1.06 -0.92 1.34 0.29 0.31 1.08 0.92 -0.35 0.95 1.04 -0.84 3.8 -0.68 1.27 1.0
91971 5 0 1 4.907744845 0.6563319405 20.89 29.04 27.03 0.13 0.14 0.17 0.15 0.21 136 1.61 0 0.0 0 4.3992 0.0005 0.005 0 0.192 0.01 0.18 1.02 -0.22 1.02 1.33 -0.74 1.02 0.0 0.26 1.42 1.0 0.23 -0.78 0.31 0.21 1.0
92041 5 0 1 4.9116003502 -0.4710779647 13.63 50.61 1.22 0.18 0.11 0.19 0.28 0.19 89 0.49 1 0.0 0 3.1339 0.0006 0.004 0 -0.107 0.007 -0.1 1.05 -0.52 1.14 0.56 0.19 1.04 -0.62 0.56 0.42 1.01 1.07 2.75 -1.52 -0.71 1.0
92175 75 4 1 4.9182271085 -0.0828652458 3.56 -8.44 -16.37 0.39 0.23 0.43 0.42 0.3 92 8.98 0 0.0 0 4.3804 0.0006 0.005 0 1.087 0.038 1.09 1.06 0.12 1.11 1.37 0.12 1.0 0.32 -0.12 -0.1 1.02 -0.21 2.85 0.25 1.26 1.0
92202 5 0 1 4.9195723689 -0.0995722694 0.95 -44.73 -32.78 0.4 0.25 0.43 0.53 0.37 104 0.58 0 0.0 0 5.5178 0.0417 0.437 2 1.28 0.061 1.42 1.02 0.05 1.08 -0.1 -0.15 1.01 -0.27 -0.27 0.18 1.02 -0.45 1.02 0.35 0.6 1.0
92420 5 0 1 4.9309037606 0.5822885787 3.39 1.9 -3.53 0.12 0.15 0.17 0.12 0.2 143 -0.8 1 0.0 0 3.5618 0.031 0.393 1 0.003 0.037 0.02 1.0 0.08 1.07 0.27 0.66 1.03 -0.14 0.49 0.55 1.0 0.4 -1.49 1.06 0.14 1.0
92609 5 0 1 4.9402298308 -1.0853776876 2.28 -1.86 -13.02 0.13 0.12 0.18 0.2 0.16 115 -1.26 0 0.0 0 4.1657 0.003 0.02 2 -0.15 0.3 -0.14 1.13 1.65 1.05 0.57 0.08 1.03 -2.05 0.31 0.57 1.0 -0.1 -1.78 -1.13 -0.41 1.0
92791 5 0 1 4.9502110872 0.6440021457 4.43 -7.36 4.06 0.14 0.16 0.18 0.16 0.2 121 0.77 0 0.0 0 4.2177 0.0053 0.054 2 1.575 0.009 2.6 1.02 0.55 1.02 0.66 0.6 1.02 0.87 -0.47 1.2 1.0 -0.34 0.76 -0.59 -0.2 1.0
92814 5 0 1 4.9511438607 -0.272324108 2.33 -1.67 -6.43 0.22 0.13 0.24 0.28 0.18 84 -0.78 0 0.0 0 5.1307 0.0006 0.006 0 0.141 0.003 0.16 1.04 1.52 1.12 0.73 0.5 1.03 0.14 -0.07 -0.61 1.05 -0.08 2.52 0.46 1.7 1.0
92855 5 0 1 4.9535292437 -0.4589621517 14.32 15.14 -53.43 0.27 0.15 0.29 0.29 0.19 88 5.16 0 0.0 0 2.0095 0.0008 0.005 0 -0.134 0.006 -0.13 1.11 -0.98 1.27 1.97 0.27 1.01 0.76 0.56 0.5 1.01 1.05 5.91 -0.37 0.93 1.0
92946 95 3 1 4.95769212 0.0733654477 21.09 36.23 23.15 2.28 1.69 2.86 2.66 2.12 82 65.05 2 0.0 0 4.6864 0.0655 0.098 0 0.161 0.01 0.2 1.08 -1.33 1.05 0.98 0.59 1.02 0.11 -0.28 -0.28 1.0 -0.4 1.09 -0.74 0.21 1.0
92953 5 0 1 4.9579693593 -0.7454406264 11.04 -27.36 -30.01 0.34 0.27 0.45 0.49 0.33 103 3.55 0 0.0 0 5.5081 0.0006 0.006 0 0.998 0.002 0.98 1.03 -0.99 1.29 0.22 0.84 1.09 0.49 -0.1 0.95 1.0 -0.28 2.65 -0.85 0.28 1.0
92989 5 0 1 4.959679642 -0.6517615032 7.58 9.05 -23.62 0.22 0.14 0.27 0.33 0.2 89 -1.93 1 0.0 0 5.3103 0.0044 0.026 1 -0.147 0.003 -0.14 1.03 0.45 1.17 0.5 0.89 1.04 -0.38 0.18 0.14 1.06 0.29 2.08 -1.18 1.44 1.0
93015 3 0 1 4.9608831877 -1.1734465592 6.52 -8.46 16.47 0.48 0.54 0.77 0.42 0.55 208 22.55 0 0.0 16 4.4996 0.0407 0.333 1 0.53 0.02 0.59 1.31 1.15 1.24 0.14 1.47 1.07 4.53 1.23 0.18 1.01 1.69 1.52 -1.19 0.46 1.07
93085 7 1 1 4.9642821156 -0.3683800742 8.93 31.72 -13.33 0.54 0.43 0.53 0.85 0.52 70 11.65 0 0.0 1081 3.688 0.0006 0.005 0 1.151 0.071 1.09 1.31 0.02 1.83 -0.42 1.12 1.16 0.48 -0.56 -1.14 1.41 -0.99 2.81 -0.87 0.32 1.4
93174 5 0 1 4.9686232391 -0.6476408702 33.13 -132.4 -110.62 0.29 0.18 0.33 0.53 0.3 80 0.91 0 0.0 0 4.9201 0.0186 0.109 1 0.396 0.02 0.44 1.04 1.4 1.09 0.37 0.6 1.07 -0.47 -0.03 0.06 1.31 -0.22 1.13 -1.22 2.96 1.0
93194 7 0 1 4.9695795758 0.5705403298 5.26 -3.09 1.11 0.18 0.22 0.27 0.21 0.27 162 18.89 0 0.0 1083 3.2342 0.0004 0.004 0 -0.049 0.005 -0.03 1.02 -0.06 1.01 -0.4 -0.45 1.02 -1.06 -1.64 0.71 1.04 -1.36 0.33 -1.25 -0.58 1.15
93244 75 4 1 4.9725440772 0.2629945516 21.05 -50.75 -72.36 0.63 0.48 0.7 0.9 0.61 70 20.75 1 0.0 0 4.184 0.001 0.006 0 1.082 0.005 1.0 1.01 -0.99 1.04 0.22 0.3 1.01 0.31 -0.38 -0.16 1.01 -0.56 1.46 -0.6 -0.85 1.0
93506 17 3 2 4.9855855848 -0.5215063808 36.98 10.79 21.11 0.95 0.51 0.87 1.0 0.65 72 19.95 0 0.0 1087 2.6212 0.0005 0.004 0 0.062 0.015 0.06 1.39 0.74 1.54 0.48 -0.32 1.17 -0.11 0.53 0.05 1.07 1.07 3.36 0.4 1.22 1.14
93542 5 0 1 4.9877752208 -0.7346962495 16.89 56.41 -46.43 0.22 0.16 0.28 0.28 0.19 131 1.34 3 0.0 0 4.7352 0.0004 0.004 0 -0.027 0.006 -0.02 1.25 -4.91 1.25 1.09 0.39 1.06 2.23 -1.47 0.79 1.0 -3.8 3.48 -1.72 -0.37 1.0
93683 5 0 1 4.9946184524 -0.3794582188 22.96 76.35 -58.12 0.22 0.14 0.24 0.31 0.18 84 2.0 1 0.0 0 3.9215 0.0004 0.004 0 1.011 0.008 0.98 1.04 0.46 1.1 1.19 0.04 1.0 -0.01 0.68 -0.04 1.02 1.19 2.87 0.37 1.3 1.0
93747 5 0 1 4.997794846 0.2419673781 39.28 -7.25 -95.56 0.15 0.12 0.16 0.15 0.12 73 -0.54 0 0.0 0 2.9935 0.0005 0.005 0 0.014 0.003 -0.01 1.16 -2.17 1.14 0.88 1.03 1.03 3.06 0.34 -0.19 1.01 -0.48 3.63 -2.0 -1.1 1.0
93805 1 0 1 5.0014554958 -0.0852128124 26.37 -18.69 -91.02 0.53 0.36 0.64 0.63 0.44 107 0.43 0 2.5 0 3.4026 0.0004 0.003 0 -0.096 0.005 -0.09 1.08 -0.83 1.11 0.2 0.33 1.01 0.46 -0.06 -0.05 1.01 -0.27 0.96 -0.38 -0.26 1.0
93825 15 3 2 5.0021892252 -0.6468671394 57.79 96.74 -281.71 0.74 0.42 0.75 1.05 0.58 75 16.14 0 0.0 0 4.3123 0.0006 0.004 0 0.523 0.01 0.59 1.12 0.09 1.04 1.53 0.18 1.03 -0.29 0.31 0.27 1.05 0.5 1.28 -0.77 1.49 1.0
93864 75 4 1 5.0044729068 -0.4829293709 26.82 -50.61 -249.8 0.81 0.46 0.86 1.11 0.66 74 25.02 0 0.0 0 3.4689 0.0006 0.004 0 1.169 0.044 1.15 1.05 0.59 1.31 0.18 -0.63 1.04 -0.14 0.89 0.39 1.0 1.94 4.4 1.46 0.48 1.0
94005 5 0 1 5.0106172448 -0.7067996639 18.27 46.49 -26.18 0.31 0.21 0.35 0.48 0.27 81 3.01 1 0.0 0 4.7339 0.0006 0.005 0 1.07 0.052 1.06 1.02 0.06 1.07 0.64 0.25 1.02 -0.09 0.04 0.42 1.07 0.06 1.77 -0.45 1.71 1.0
94114 5 0 1 5.0155147273 -0.6615537802 26.02 84.87 -95.99 0.25 0.14 0.25 0.39 0.2 72 0.87 0 0.0 0 4.126 0.0004 0.004 0 0.042 0.006 0.03 1.06 1.19 1.1 1.08 -0.02 1.02 -0.39 0.35 0.48 1.13 0.55 2.78 0.99 2.86 1.0
94160 5 0 1 5.0179490454 -0.6866248598 6.88 4.37 -36.65 0.21 0.13 0.25 0.36 0.21 79 -0.96 0 0.0 0 4.2728 0.0008 0.005 0 1.163 0.077 1.11 1.03 -0.59 1.17 0.33 0.64 1.16 -0.44 -0.41 0.72 1.03 -0.7 1.91 -1.96 1.15 1.0
94376 5 0 1 5.0289593472 1.1809127583 33.48 95.74 91.92 0.1 0.09 0.1 0.1 0.11 122 -0.44 1 0.0 0 3.2296 0.0005 0.004 0 0.99 0.018 0.94 1.09 0.37 1.0 2.41 0.2 1.0 3.28 -0.54 -0.85 1.0 -0.42 0.54 0.48 -0.81 1.0
94779 5 0 1 5.0488091876 0.9314501204 26.27 60.07 122.83 0.09 0.09 0.1 0.1 0.12 110 -2.86 0 0.0 0 3.9512 0.0005 0.005 0 0.95 0.009 0.85 1.06 -0.11 1.01 1.55 -0.18 1.01 1.97 -1.18 -1.05 1.0 -1.18 -0.26 0.02 -0.5 1.0
94820 5 0 1 5.05113452 -0.3307901939 6.77 -9.96 -10.6 0.25 0.16 0.27 0.34 0.18 63 -1.56 0 0.0 0 5.0468 0.0006 0.005 0 1.013 0.025 0.99 1.2 -1.2 1.06 1.07 1.11 1.01 -1.05 0.04 0.04 1.05 0.37 0.17 -0.8 1.54 1.0
95168 5 0 1 5.0687543266 -0.3114932973 25.69 -25.87 21.46 0.17 0.12 0.19 0.18 0.11 60 -1.42 1 0.0 0 3.9884 0.0013 0.008 0 0.228 0.007 0.25 1.1 -1.62 1.13 1.16 1.65 1.0 1.21 -0.31 0.17 1.0 -0.82 2.63 -0.51 0.0 1.0
95294 5 1 1 5.0754945956 -0.7819013566 24.31 93.45 -54.09 0.17 0.1 0.19 0.25 0.16 93 -2.9 2 0.0 0 4.3514 0.0009 0.006 0 0.35 0.012 0.42 1.16 -2.52 1.11 1.98 0.67 1.0 0.15 -0.26 0.28 1.0 -0.49 2.27 -0.13 -0.19 1.0
95347 5 0 1 5.0784100789 -0.7088767591 17.94 30.49 -119.21 0.22 0.15 0.22 0.35 0.18 52 -0.61 0 0.0 0 3.9295 0.0008 0.004 0 -0.105 0.007 -0.1 1.09 1.56 1.11 1.61 0.91 1.01 -0.03 -0.62 0.07 1.17 -0.93 1.18 -0.82 3.2 1.0
95501 75 4 1 5.0854351232 0.0543596572 64.41 254.54 82.51 0.83 0.57 1.0 1.19 0.77 89 38.15 3 0.0 0 3.4408 0.0004 0.004 0 0.319 0.004 0.38 1.03 -0.46 1.03 1.14 -0.38 1.0 -0.05 -0.42 0.24 1.07 -0.61 1.82 -0.7 -2.64 1.0
95771 5 0 1 5.0994456248 0.4304883328 10.97 -126.13 -107.44 0.15 0.2 0.28 0.19 0.22 134 1.82 0 0.0 0 4.5419 0.001 0.01 2 1.502 0.004 1.68 1.06 1.47 1.01 0.61 -0.09 1.0 -1.04 -0.74 -0.14 1.02 -0.74 0.15 0.25 0.92 1.0
95853 5 0 1 5.1038037418 0.9028495279 26.88 20.59 128.33 0.1 0.09 0.11 0.1 0.1 122 -1.91 2 0.0 0 3.8136 0.0005 0.004 0 0.148 0.001 0.18 1.05 -1.11 1.01 2.0 -0.53 1.02 1.32 -0.79 -1.32 1.04 -0.92 0.58 -0.53 -2.3 1.0
95947 17 3 2 5.1082358543 0.487988736 7.51 -7.17 -6.15 0.2 0.28 0.33 0.25 0.33 168 16.81 0 0.0 1117 3.2177 0.0004 0.004 0 1.088 0.002 1.05 1.17 2.09 1.19 1.16 0.84 1.02 -0.95 0.6 -0.41 1.1 0.27 -0.15 0.33 1.83 1.01
96406 5 0 1 5.131387948 -0.4314282444 11.08 5.76 -24.99 0.28 0.14 0.32 0.39 0.22 123 -0.07 0 0.0 0 5.7009 0.0004 0.004 0 0.185 0.006 0.16 1.19 -3.88 1.07 0.75 0.47 1.07 0.27 -0.12 -0.94 1.0 -0.45 1.57 0.1 -0.24 1.0
96757 5 0 1 5.1491418161 0.3144025354 7.67 15.09 -19.65 0.14 0.13 0.24 0.16 0.15 135 1.06 1 0.0 0 4.5281 0.0006 0.004 0 0.777 0.014 0.77 1.05 -1.19 1.05 -0.08 0.0 1.01 1.91 0.26 0.16 1.01 -0.02 2.11 -1.15 -1.08 1.0
96837 5 0 1 5.1532979631 0.305015898 7.42 8.74 -33.41 0.15 0.15 0.26 0.16 0.18 147 1.8 1 0.0 0 4.5523 0.0004 0.004 0 1.041 0.019 0.96 1.1 -1.64 1.02 0.65 0.19 1.01 2.59 0.03 -0.05 1.03 -0.49 1.31 -0.86 -1.65 1.0
97165 15 3 2 5.1704246155 0.7876791647 19.77 44.07 48.66 0.41 0.41 0.48 0.46 0.49 124 37.75 0 0.0 0 2.8683 0.0002 0.004 0 -0.002 0.003 -0.02 1.02 0.65 1.02 0.53 0.15 1.02 0.52 -1.74 1.76 1.0 -1.68 0.45 -0.94 -0.35 1.0
97278 5 0 1 5.1760335296 0.185236481 8.26 16.99 -2.98 0.11 0.07 0.17 0.18 0.08 200 -0.44 1 0.0 0 2.8695 0.0005 0.006 0 1.507 0.014 1.44 1.06 -0.82 1.15 -0.66 -1.36 1.0 -0.4 2.29 -0.44 1.02 3.85 5.46 -0.44 2.8 1.0
97365 55 3 2 5.180956447 0.323483842 5.49 -4.31 12.35 0.45 0.41 0.72 0.53 0.44 157 35.66 0 0.0 0 3.8364 0.0032 0.036 2 1.313 0.003 1.27 1.05 -0.47 1.06 0.12 -0.32 1.01 2.16 0.75 -0.04 1.01 0.72 2.8 -1.01 0.99 1.0
97433 17 3 2 5.1843706449 1.2264050852 22.04 79.31 39.08 0.38 0.38 0.37 0.5 0.51 107 21.71 0 0.0 1129 3.9974 0.0004 0.004 0 0.888 0.001 0.88 1.15 -1.33 1.12 1.01 -1.22 1.02 1.75 -1.01 0.7 1.17 -1.26 0.42 -1.09 -2.12 1.12
97649 5 0 1 5.195749333 0.1547650596 194.95 536.23 385.29 0.37 0.32 0.57 0.51 0.47 99 23.28 0 0.0 0 0.8273 0.0011 0.006 1 0.221 0.01 0.27 1.17 -4.55 1.11 1.47 1.08 1.09 -2.86 0.74 -2.68 1.01 2.1 -2.69 0.31 -0.71 1.0
97804 5 0 1 5.2031438386 0.0175523955 2.36 6.91 -8.21 0.98 0.81 1.04 1.47 1.04 53 14.14 0 0.0 0 4.044 0.069 0.272 1 0.63 0.02 0.73 1.09 -1.13 1.1 0.37 0.92 1.04 -0.91 0.01 -0.66 1.0 0.27 -1.31 -0.19 -0.02 1.0
98032 5 0 1 5.2153113639 -0.7307416679 17.94 22.61 51.4 0.2 0.1 0.21 0.28 0.2 98 -1.76 1 0.0 0 4.2773 0.0006 0.005 0 1.063 0.043 1.09 1.12 -1.88 1.01 1.24 0.01 1.0 -0.93 0.08 0.0 1.0 0.51 0.56 -0.33 0.08 1.0
